Feature,PFI_importance,Rank,Pipeline_No,Pipeline_R2,Pipeline_Feature_Count,Pipeline_Selector,Pipeline_Root
15.7792749_pager,0.0032656720133712037,6,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
1.6576842_underdominant,0.0029733515768424206,7,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
1.9786322_pager,0.0029440141798244735,8,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
8.7777858_additive,0.0028483981679523203,9,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
8.8995122_superadd,0.002840507370712842,10,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
16.6644099_subadd,0.0028318215158676862,11,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
14.868251_pager,0.0027246942335735526,12,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
8.5199104_pager,0.002684661204741135,13,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
11.220398_subadd,0.0024463631921912803,14,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
8.1636330_underdominant,0.002009379572661585,15,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
19.8882270_subadd,0.0016563925214750424,16,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
18.2869882_additive,0.0014694740855929183,17,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
5.2017207_superadd,0.0013725530859112411,18,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
8.5271566_underdominant,0.000980991364314094,19,5,0.19936159,19,SelectFromLogisticL1,LogisticRegression
1.5838176_additive,0.04959989832867124,1,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
12.8579787_additive,0.045520002321628235,2,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
18.1223782_additive,0.0373753070938606,3,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
10.7902337_recessive,0.013428878315905588,4,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
4.6485908_recessive,0.009325412906818915,5,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
9.4586004_additive,0.008529667074521387,6,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
8.4359975_recessive,0.007600749215041336,7,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
10.7313475_superadd,0.007106158422108877,8,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
2.7144393_additive,0.005622560667490844,9,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
16.4670784_pager,0.004906704913910811,10,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
12.1121517_pager,-0.00023579565513625667,11,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
8.1636330_underdominant,-0.0002856978393152776,12,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
18.3295797_pager,-0.0017382922767387354,13,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
2.5202606_overdominant,-0.0018934311148056642,14,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
18.560619_overdominant,-0.002266284367295576,15,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
3.2867842_pager,-0.0048793309091875545,16,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
4.9572201_recessive,-0.005472737504896903,17,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
14.3055144_pager,-0.005997668794677668,18,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
16.5578335_underdominant,-0.006959872137466958,19,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
4.9647667_superadd,-0.007247847554326089,20,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
19.4784876_pager,-0.008711669718447824,21,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
16.4476755_subadd,-0.008839401855352905,22,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
8.7777858_additive,-0.011115894685900568,23,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
5.6749445_pager,-0.014287399402454994,24,6,0.23659988,24,SelectFromLogisticL1,GradientBoostingClassifier
18.1223782_additive,0.04432111727855568,1,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
3.9969997_additive,0.04280458749723092,2,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
12.8579787_additive,0.04277482553890634,3,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
1.5838176_additive,0.03667577316025949,4,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
2.7144393_additive,0.01839583175776145,5,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
18.2869882_additive,0.018389260157106527,6,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
11.7035327_dominant,0.014246439595377004,7,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
20.1899757_recessive,0.012780721900244969,8,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
15.1983998_underdominant,0.0102805114818814,9,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
8.5199104_pager,0.009421066088908447,10,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
2.5202606_overdominant,0.006393667028819047,11,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
1.6576842_underdominant,0.005341055344442374,12,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
10.468276_heterosis,0.005011172012240312,13,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
12.1122480_recessive,0.0025038485698506913,14,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
18.3829677_overdominant,0.0021488404466386796,15,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
5.8458707_pager,0.0021106315628082687,16,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
7.5169600_underdominant,0.0020807949927730686,17,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
8.5271566_underdominant,0.0019420713000108075,18,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
20.3410105_additive,0.001683906274432893,19,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
5.8618481_recessive,0.0016680742582916724,20,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
14.868251_pager,0.0013548997073766788,21,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
2.6031210_heterosis,7.963271985457543e-05,22,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
7.1927152_underdominant,-0.000895323552651,23,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
3.7585003_underdominant,-0.0016886842232297027,24,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
5.2017207_superadd,-0.0019494514072062707,25,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
20.8884799_underdominant,-0.002179865863678656,26,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
10.841249_underdominant,-0.0034107080418569868,27,7,0.26484123,27,SelectFromLogisticL1,GradientBoostingClassifier
1.5838176_additive,0.046954523150144395,1,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
18.1223782_additive,0.04668549214828738,2,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
12.8579787_additive,0.04209530326423321,3,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
3.9969997_additive,0.033432492936751206,4,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
5.8458707_pager,0.019457856853461183,5,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
2.4382694_pager,0.019157229080408813,6,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
17.980253_overdominant,0.017724391572512124,7,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
17.1783543_pager,0.014370100302436684,8,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
20.6812703_superadd,0.01160528557357119,9,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
3.1629693_dominant,0.01129129986291432,10,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
2.3629213_underdominant,0.010348680808994206,11,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
20.3410105_additive,0.009474530882423771,12,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
5.2017207_superadd,0.00898832117656613,13,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
14.7142536_recessive,0.007957033050414827,14,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
3.2867842_pager,0.005345588988131902,15,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
11.9508818_recessive,0.005341800496149156,16,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
15.1306025_heterosis,0.0053169451779999655,17,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
13.5314052_recessive,0.005094141766485778,18,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
1.4560113_pager,0.004660614437577076,19,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
19.9343846_recessive,0.0037130722328438943,20,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
3.3270127_recessive,0.00253123548747722,21,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
9.5724567_recessive,0.0013200691385225722,22,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
7.9237366_heterosis,0.0004495054165622986,23,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
4.3742070_pager,-0.003324177673496695,24,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
6.4420069_pager,-0.004293833333804072,25,8,0.27512738,25,SelectFromLogisticL1,GradientBoostingClassifier
18.1223782_additive,0.05837974910265608,1,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
12.8579787_additive,0.04830671214609979,2,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
1.5838176_additive,0.046579054715066605,3,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
3.9969997_additive,0.03142782958694252,4,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
15.9502328_dominant,0.00888700219407052,5,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
13.5124727_dominant,0.007967008666563991,6,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
20.8402106_additive,0.007935564242304089,7,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
11.220398_subadd,0.006401587725563611,8,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
14.7142536_recessive,0.00633386710132823,9,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
3.3633528_recessive,0.004951437009060655,10,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
6.8992224_dominant,0.004613014036844119,11,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
10.5574980_pager,0.004605786119669546,12,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
9.7889734_superadd,0.004238385149133783,13,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
5.348426_subadd,0.0038619423717672604,14,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
7.5169600_underdominant,0.0038266090091190062,15,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
20.6812703_superadd,0.0029260997825962696,16,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
1.4560113_pager,0.002895597783040608,17,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
3.1629693_dominant,0.002856055843871409,18,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
9.4586004_additive,0.0028546389585743866,19,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
2.6047650_pager,0.0023476982354715165,20,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
8.1883742_additive,0.001961331428112286,21,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
18.3295797_pager,0.0012634297878832501,22,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
12.1121517_pager,0.0008072565357681066,23,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
7.3457410_heterosis,0.0006304710071017871,24,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
19.7050454_heterosis,8.618910945919545e-05,25,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
12.9203956_recessive,1.9957336801688653e-05,26,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
10.9522849_superadd,-9.637599954523401e-05,27,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
6.4024348_recessive,-9.923019531715204e-05,28,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
6.2541220_subadd,-0.00011990138112669635,29,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
8.8050123_underdominant,-0.00022306993422982146,30,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
2.2743654_underdominant,-0.0006186849584709519,31,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
15.1983998_underdominant,-0.0011173913415643306,32,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
16.2045430_dominant,-0.001312626098398638,33,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
16.6644099_subadd,-0.0013643989188069927,34,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
7.9093696_superadd,-0.0015303407871102054,35,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
1.3503892_recessive,-0.0017468777403075802,36,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
13.2758083_overdominant,-0.00320477150468229,37,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
3.2368259_underdominant,-0.0034578297148834215,38,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
11.9508818_recessive,-0.0037206157974729766,39,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
14.9214461_underdominant,-0.004710974995254194,40,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
16.1494206_pager,-0.005357539643838385,41,9,0.27960122,41,SelectPercentileClassification,GradientBoostingClassifier
18.1223782_additive,0.04049710000377688,1,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
3.9969997_additive,0.03476431140776628,2,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
12.8579787_additive,0.03341341357223953,3,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
1.5838176_additive,0.031230611701918744,4,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
13.9718374_additive,0.020425988142674892,5,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
4.729458_dominant,0.007907585330181125,6,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
20.6812703_superadd,0.006352550653865185,7,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
8.1636330_underdominant,0.006167090416319668,8,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
14.4054879_subadd,0.005579901731000576,9,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
13.8192768_underdominant,0.005480055615024189,10,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
16.6644099_subadd,0.005103910656893387,11,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
13.5124727_dominant,0.00505524547501236,12,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
8.7777858_additive,0.0043950524606535665,13,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
6.8992224_dominant,0.0037559787792052503,14,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
11.220398_subadd,0.0032670885457702914,15,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
20.4362674_underdominant,0.0031352455273424697,16,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
8.4158384_pager,0.003022498300612946,17,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
9.5724567_recessive,0.0020105475447689688,18,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
8.4359975_recessive,0.0015426941363774122,19,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
4.9572201_recessive,0.0013612171945652318,20,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
12.1121517_pager,0.0009690102282857493,21,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
7.5239592_overdominant,0.0009541074703716985,22,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
15.7792749_pager,0.0006888832927066485,23,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
10.7902337_recessive,0.00043538740743639617,24,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
8.3926697_pager,0.0002852048365458754,25,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
9.4586004_additive,5.664615399156303e-05,26,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
1.9786322_pager,2.986620677575602e-05,27,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
16.4670784_pager,-0.00027208337000411475,28,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
18.6232993_heterosis,-0.0005612895857648747,29,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
8.5199104_pager,-0.001043572545391368,30,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
2.8573854_superadd,-0.0016339485555812033,31,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
9.7889734_superadd,-0.002912142370503599,32,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
19.9343846_recessive,-0.002914623790459161,33,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
5.348426_subadd,-0.0029668370433720975,34,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
14.2446326_overdominant,-0.003017218649542825,35,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
4.5525973_heterosis,-0.0033236295799239867,36,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
4.9647667_superadd,-0.0033436904681339824,37,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
16.2045430_dominant,-0.003581733000457872,38,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
15.1629617_additive,-0.003654749315298867,39,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
19.8882270_subadd,-0.004109564762468879,40,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
18.7937509_heterosis,-0.006201707766352462,41,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
5.3359805_heterosis,-0.006520941685947865,42,10,0.2886547,42,SelectPercentileClassification,GradientBoostingClassifier
18.1223782_additive,0.056882991186645485,1,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
1.5838176_additive,0.050929968865720904,2,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
12.8579787_additive,0.04502113433798753,3,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
3.9969997_additive,0.025940739027463803,4,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
13.9718374_additive,0.01971537054312111,5,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
8.8050123_underdominant,0.007549472404006774,6,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
12.1121517_pager,0.007531656516470153,7,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
8.5199104_pager,0.006783067194692529,8,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
11.9969281_pager,0.006680227598328206,9,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
13.2758083_overdominant,0.006458840331424212,10,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
11.7035327_dominant,0.0059509789230235656,11,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
8.4359975_recessive,0.005709868550503841,12,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
4.9572201_recessive,0.00550303913603337,13,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
19.957593_subadd,0.005326193387284179,14,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
12.207955_underdominant,0.005314979400154538,15,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
1.3503892_recessive,0.004669331414920029,16,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
20.6812703_superadd,0.00465806208009609,17,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
1.6576842_underdominant,0.004507018635811884,18,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
7.6218976_pager,0.0044121026943908645,19,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
10.7783095_heterosis,0.0041897367032816294,20,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
3.3633528_recessive,0.004079543587710082,21,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
4.2607267_overdominant,0.0033004290140413494,22,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
17.8570926_overdominant,0.0032061529021610454,23,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
10.7902337_recessive,0.0030967443593058253,24,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
13.8160310_pager,0.0030667627943840293,25,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
13.2876284_pager,0.0030304428044643983,26,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
8.1636330_underdominant,0.0026498023335196747,27,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
16.6644099_subadd,0.0020387112623478647,28,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
14.4054879_subadd,0.001734795152254926,29,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
8.7701519_heterosis,0.0009041236978115624,30,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
11.9508818_recessive,0.0008807095767104312,31,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
10.841249_underdominant,0.00043727266296589464,32,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
20.8057175_pager,-0.00037130025880472486,33,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
4.729458_dominant,-0.00068439160810073,34,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
4.6485908_recessive,-0.000873966192310186,35,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
9.4586004_additive,-0.0010694900786963285,36,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
2.3629213_underdominant,-0.001177599107280279,37,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
20.4362674_underdominant,-0.001179487406733497,38,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
20.1899757_recessive,-0.0013055779844540244,39,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
16.4476755_subadd,-0.001398474958228874,40,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
18.8365346_overdominant,-0.0014923188866900821,41,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
18.6231773_pager,-0.001602603588218056,42,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
7.5239592_overdominant,-0.0016802347543658335,43,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
14.868251_pager,-0.0018048350436665479,44,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
15.2986954_additive,-0.002022991137604118,45,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
20.8884799_underdominant,-0.002405295300927226,46,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
18.560619_overdominant,-0.00270714237323235,47,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
5.348426_subadd,-0.003533200339299576,48,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
8.7777858_additive,-0.007428984681772583,49,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
6.2541220_subadd,-0.007604385355708006,50,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
10.3752509_underdominant,-0.011534596115483475,51,11,0.3389383,51,VarianceThreshold,GradientBoostingClassifier
