Feature,PFI_importance,Rank,Pipeline_No,Pipeline_R2,Pipeline_Feature_Count,Pipeline_Selector,Pipeline_Root
18.19715963_subadd,0.010597700616944768,4,6,0.06754673,10,SelectFwe,LinearRegression
7.129957193_subadd,0.010077289037603777,5,6,0.06754673,10,SelectFwe,LinearRegression
2.101840329_additive,0.0070223100860596,6,6,0.06754673,10,SelectFwe,LinearRegression
3.112490615_pager,0.006732645153074178,7,6,0.06754673,10,SelectFwe,LinearRegression
10.93564208_subadd,0.006054649240919507,8,6,0.06754673,10,SelectFwe,LinearRegression
2.241311783_recessive,0.004677662757698785,9,6,0.06754673,10,SelectFwe,LinearRegression
3.112674029_pager,0.0014332470589536906,10,6,0.06754673,10,SelectFwe,LinearRegression
10.21907028_additive,0.011493343732658652,1,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
4.133507054_superadd,0.00900907505991004,2,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
9.59134010_overdominant,0.008149809797669329,3,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.007588240355584919,4,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
2.244184849_superadd,0.007521292707413597,5,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
3.4257213_additive,0.005990700991959244,6,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
5.28668753_additive,0.005616556092377517,7,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
5.4773875_additive,0.004963404830707296,8,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
18.46454879_overdominant,0.003579854716640558,9,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
8.127280983_pager,0.00241675960108107,10,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
15.20181120_additive,0.00231362637499399,11,7,0.07001903,11,SelectFromExtraTrees,LinearRegression
10.21907028_additive,0.009983801884924108,1,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.00938081113476037,2,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
2.60564868_additive,0.00877354972477741,3,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
3.3794212_additive,0.007965359209858427,4,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
5.74188165_additive,0.007180623985438031,5,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
6.21276193_pager,0.005731803979378184,6,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
5.105624963_superadd,0.005668005612298684,7,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
9.59134010_overdominant,0.005067408500756935,8,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
9.46578994_pager,0.0031689382066873496,9,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
18.12305299_underdominant,0.002819971009752212,10,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
1.132899762_superadd,0.002819886010206595,11,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
17.8354362_superadd,0.0024306667280309334,12,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
7.34912539_superadd,0.0007937561337033383,13,8,0.0779965,13,SelectFromExtraTrees,LinearRegression
6.28752109_subadd,0.009072591761592681,1,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
3.138536339_subadd,0.00865002511351949,2,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
14.3671220_additive,0.007731124126054149,3,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.007117111374432164,4,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
9.17949228_subadd,0.006462243521176034,5,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
18.75898293_superadd,0.00575643956931357,6,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
2.54411497_heterosis,0.005649137960565097,7,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
13.65684190_superadd,0.005454372288145398,8,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
15.23852931_subadd,0.005376149478246871,9,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
13.91851001_additive,0.005314947658681861,10,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
9.55681894_overdominant,0.005303833600276757,11,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
11.29625509_subadd,0.004409078391479484,12,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
8.85178973_superadd,0.004222531370289226,13,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
15.58821011_pager,0.0036796232137219632,14,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
4.22306163_additive,0.003335562806423148,15,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
6.50590299_pager,0.0031172944754114507,16,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
5.42208959_superadd,0.001614547059899537,17,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
6.4271808_superadd,0.0012498583569353994,18,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
8.53757419_overdominant,0.0007107476227619891,19,9,0.08168327,19,SelectFromExtraTrees,LinearRegression
4.179238655_additive,0.015498195281587392,1,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
17.69127482_pager,0.00767808766534815,2,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
4.133507054_superadd,0.0073237925800464345,3,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
2.244184849_superadd,0.007267098743060879,4,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
7.142287080_additive,0.007219262978020729,5,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
19.19118984_additive,0.006750133316394808,6,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
5.4773875_additive,0.0065198961057057105,7,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
2.127002789_recessive,0.004921907703852689,8,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
3.4257213_additive,0.00486451765198995,9,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
15.23852931_subadd,0.004332386400860026,10,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
5.28668753_additive,0.004199065885943027,11,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
9.47765480_additive,0.0035899418821807995,12,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
4.80616719_additive,0.00228672192578401,13,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
6.61896756_underdominant,0.0022255709224775076,14,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
2.54839937_overdominant,0.0019785088617130285,15,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
14.17042816_subadd,-6.423852603235525e-05,16,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
15.20181120_additive,-0.0002882268536498045,17,10,0.09012081,17,SelectFromExtraTrees,LinearRegression
1.281176430_overdominant,0.020656060479007653,1,11,0.123958215,23,SelectFromLasso,LinearRegression
18.27348077_dominant,0.017255318527436184,2,11,0.123958215,23,SelectFromLasso,LinearRegression
1.203085725_subadd,0.015459751018482466,3,11,0.123958215,23,SelectFromLasso,LinearRegression
6.58882740_pager,0.008177292978017543,4,11,0.123958215,23,SelectFromLasso,LinearRegression
6.42380020_pager,0.007816805851008267,5,11,0.123958215,23,SelectFromLasso,LinearRegression
12.50496240_superadd,0.006998804399413421,6,11,0.123958215,23,SelectFromLasso,LinearRegression
7.129320417_subadd,0.006778366153307307,7,11,0.123958215,23,SelectFromLasso,LinearRegression
3.28950778_pager,0.006637908990456321,8,11,0.123958215,23,SelectFromLasso,LinearRegression
2.100733429_additive,0.006626346025439718,9,11,0.123958215,23,SelectFromLasso,LinearRegression
11.26234051_additive,0.006547342202988693,10,11,0.123958215,23,SelectFromLasso,LinearRegression
16.77212706_recessive,0.006439040855853479,11,11,0.123958215,23,SelectFromLasso,LinearRegression
20.35391656_subadd,0.0053737662364020215,12,11,0.123958215,23,SelectFromLasso,LinearRegression
7.92716677_additive,0.005047265439583991,13,11,0.123958215,23,SelectFromLasso,LinearRegression
14.87957641_recessive,0.004816317449987576,14,11,0.123958215,23,SelectFromLasso,LinearRegression
14.19872563_overdominant,0.0037137631970570917,15,11,0.123958215,23,SelectFromLasso,LinearRegression
15.20181120_additive,0.0031235687204925113,16,11,0.123958215,23,SelectFromLasso,LinearRegression
2.256719253_dominant,0.0028497390284278044,17,11,0.123958215,23,SelectFromLasso,LinearRegression
9.96404016_recessive,0.0026827606338275644,18,11,0.123958215,23,SelectFromLasso,LinearRegression
7.84331505_underdominant,0.0021839624631742084,19,11,0.123958215,23,SelectFromLasso,LinearRegression
9.49877033_superadd,0.0021254623833454655,20,11,0.123958215,23,SelectFromLasso,LinearRegression
16.2858981_underdominant,0.001920850633478598,21,11,0.123958215,23,SelectFromLasso,LinearRegression
2.139723671_overdominant,0.0008099445702438724,22,11,0.123958215,23,SelectFromLasso,LinearRegression
8.85073977_superadd,0.0005189562275309989,23,11,0.123958215,23,SelectFromLasso,LinearRegression
18.27348077_dominant,0.020404242929198322,1,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
19.24723067_pager,0.01219238168729952,2,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
3.136492861_additive,0.011816703568235817,3,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
2.241577141_additive,0.010641978847081608,4,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
10.21577856_subadd,0.008989414019941923,5,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
2.60779417_additive,0.00790158021251171,6,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
7.89981769_subadd,0.007724692546437409,7,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
2.127370311_subadd,0.007674347617334907,8,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
1.202678358_subadd,0.007541792348788993,9,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
5.114480334_pager,0.007429430023928232,10,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
5.4773875_additive,0.00657796714283952,11,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
6.29625283_subadd,0.006556246559840934,12,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
8.97527560_additive,0.005245825599323402,13,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
10.102827930_additive,0.005099228865865991,14,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
9.77571698_pager,0.004978261239638052,15,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
9.67933880_subadd,0.004757360874760332,16,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.004567772953339953,17,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
16.14298100_overdominant,0.004211914814118725,18,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
14.3671220_additive,0.004006377912691328,19,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
5.39962409_pager,0.003552908105902943,20,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
4.132960349_additive,0.0033957513228713497,21,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
4.167099404_subadd,0.003249280795738323,22,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
17.64081157_pager,0.003215153219620316,23,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
1.132287019_superadd,0.0030072605908391336,24,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
2.233627496_subadd,0.0027899006576456876,25,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
2.182653261_subadd,0.0026422660998610945,26,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
8.80190884_overdominant,0.002557025387020876,27,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
16.79462142_additive,0.0025165320776167465,28,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
18.47726543_overdominant,0.002244464786288827,29,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
2.235456555_underdominant,0.0022378305326238514,30,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
13.61208000_superadd,0.0020737192335644927,31,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
2.95523268_overdominant,0.0018920545993598226,32,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
14.10695114_additive,0.001699663086805635,33,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
9.47791910_additive,0.0015698290097328792,34,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
5.148458564_recessive,0.0010270736885511368,35,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
16.77212706_recessive,0.0007275310060007556,36,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
7.36421920_subadd,0.0004625345107402135,37,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
8.53757419_overdominant,0.00040998386092315985,38,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
18.34659433_additive,0.0003952377190825673,39,12,0.13795492,39,SelectFromExtraTrees,LinearRegression
1.281788173_dominant,0.02589338891780428,1,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
2.242739353_additive,0.009849888116156906,2,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
3.136492861_additive,0.009678942487420747,3,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
19.21861562_pager,0.008450285249375392,4,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
4.179238655_additive,0.008298978485184847,5,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
1.202678358_subadd,0.008132955411288712,6,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
2.61123933_pager,0.008007015800949802,7,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
7.129439598_subadd,0.007704881625473567,8,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
6.19376172_additive,0.007615052770220727,9,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
10.111023465_subadd,0.0069247160879701295,10,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
12.28916309_subadd,0.005815270116778012,11,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
5.107104454_subadd,0.005710295040398434,12,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
8.82985219_pager,0.005601351770852921,13,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
9.77571698_pager,0.005241326491768553,14,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
5.28521712_additive,0.0050263080526264615,15,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
17.69127482_pager,0.004935038758091085,16,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.004895505465399448,17,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
12.5778910_pager,0.004631441710733339,18,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
18.1575674_subadd,0.004594865114317694,19,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
13.65684190_superadd,0.004291203691913996,20,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
15.23852931_subadd,0.003397756711535812,21,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
13.54929601_subadd,0.00336844970358929,22,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
18.75898293_superadd,0.0031804723839549552,23,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
14.14550605_dominant,0.0031293727178997154,24,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
2.43158791_superadd,0.0024791239283197754,25,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
2.48769279_underdominant,0.002409955051555953,26,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
13.53275583_subadd,0.002314318986801894,27,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
14.8082050_subadd,0.002179626430809014,28,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
3.10579003_pager,0.002013085782560504,29,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
19.55285074_additive,0.0018049479577735461,30,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
14.10695114_additive,0.0017935617822798379,31,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
5.16133152_dominant,0.0017800034248495334,32,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
14.20913351_overdominant,0.0016960261225712303,33,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
20.37971642_additive,0.000816971222646694,34,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
8.53757419_overdominant,0.00030008500018427367,35,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
5.114285356_additive,0.0002535828467893342,36,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
5.149219337_subadd,5.3991777534478925e-05,37,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
12.2422706_superadd,-0.0008286310745839575,38,13,0.14262892,38,SelectFromExtraTrees,LinearRegression
1.277040826_superadd,0.014252277459430904,1,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
2.241907053_superadd,0.013695448671194321,2,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
3.110253216_subadd,0.010314313390693242,3,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
3.136492861_additive,0.010310558657310844,4,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
1.109350957_superadd,0.006894930086734256,5,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
4.112514664_overdominant,0.006840386060819992,6,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
9.14434322_recessive,0.006818296845465021,7,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
17.69127482_pager,0.006149397782880876,8,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
5.4773875_additive,0.005871049029979444,9,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
19.55285074_additive,0.005852307078313538,10,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
5.78657580_underdominant,0.005809300102473694,11,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
19.21861562_pager,0.005535075341943314,12,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
10.110488054_additive,0.0052855000939784555,13,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
4.133507054_superadd,0.005196772513639824,14,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
7.12950921_overdominant,0.004710279453800592,15,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
18.1575674_subadd,0.0046108924958317725,16,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
2.48769279_underdominant,0.004564289239779319,17,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
13.65684190_superadd,0.00453999661817728,18,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
1.200023690_subadd,0.004270388776171447,19,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
16.45800841_underdominant,0.004185395542194795,20,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
6.53221806_subadd,0.0038402033643999967,21,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
2.244184849_superadd,0.0037646663605456366,22,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
19.48696090_additive,0.0037127210144760102,23,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
2.102662012_additive,0.0033294882909195955,24,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
4.150368452_superadd,0.0032742106679968276,25,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
18.46454879_overdominant,0.0031011498300709496,26,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
9.99586578_superadd,0.003051440550338569,27,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
6.61896756_underdominant,0.0028729070223872323,28,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
17.34811354_additive,0.0026860810277256684,29,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
9.47765480_additive,0.002357672433033422,30,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
14.3671220_additive,0.002290179073307246,31,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
18.75898293_superadd,0.0022119322251868247,32,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
14.10695114_additive,0.0021986751996471666,33,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
4.71966489_superadd,0.0019514516362604917,34,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
5.30369332_recessive,0.0018302193220617413,35,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
10.11331419_subadd,0.0016220407916633583,36,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
15.61729928_subadd,0.0016031863890636987,37,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
8.127280983_pager,0.0011934299951446637,38,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
5.28668753_additive,0.0010387387124980618,39,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
19.19118984_additive,0.0008057922144543627,40,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
5.34157608_additive,0.0005895590064511281,41,14,0.16125794,41,SelectFromExtraTrees,LinearRegression
1.281315656_dominant,0.014193708285634203,1,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
19.24723067_pager,0.011859281532527584,2,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
10.97298540_dominant,0.010884030961187225,3,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
7.129200895_subadd,0.008574348021297102,4,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
10.111023465_subadd,0.008381487598377882,5,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
1.107528525_subadd,0.0080202662216628,6,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
19.48696090_additive,0.007694632835287274,7,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
4.166182348_subadd,0.007170882611069067,8,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
8.107037389_superadd,0.0069481025054699995,9,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
2.233627496_subadd,0.006897234870104813,10,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
5.108105849_superadd,0.006530691362846329,11,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
3.136492861_additive,0.0064794471795961124,12,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
5.28411536_additive,0.0058598885559738734,13,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
18.23138989_pager,0.004790444290914744,14,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
13.54929601_subadd,0.004789215843929112,15,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
2.102662012_additive,0.004474571131524461,16,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
12.5778910_pager,0.004395973002256206,17,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
14.87957641_recessive,0.004194659785531485,18,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
9.99586578_superadd,0.004147254818558112,19,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
15.84085583_overdominant,0.00412145526842477,20,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
18.1575674_subadd,0.004110982293515809,21,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
18.46454879_overdominant,0.0041044423038011126,22,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
7.9870601_additive,0.004083691534358256,23,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
2.48769279_underdominant,0.003944981985818882,24,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
4.138934139_subadd,0.003841487047972718,25,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
17.8354362_superadd,0.00382465359841616,26,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
3.4257213_additive,0.0036551098057537633,27,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
4.80616719_additive,0.0034967856210005276,28,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
4.100274831_superadd,0.003411299363114444,29,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
16.79462142_additive,0.003343237067449113,30,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
15.58821011_pager,0.003339249937850528,31,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
10.102955893_additive,0.00331776620706973,32,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
6.51633874_pager,0.0032793387349535266,33,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
7.140582872_additive,0.003254924819936312,34,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
2.127002789_recessive,0.003068722708076673,35,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
17.69127482_pager,0.003006958869027272,36,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
14.14550605_dominant,0.00299435592967868,37,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
4.133507054_superadd,0.0029419117913545545,38,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
14.8082050_subadd,0.002930650625886889,39,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
5.16109752_dominant,0.0029198364494403906,40,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
6.90351515_dominant,0.0024506412976207127,41,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
17.34811354_additive,0.0022032256304681972,42,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
9.9529838_superadd,0.0021518284111124355,43,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
11.87002894_overdominant,0.0019618558981103797,44,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
10.11176358_superadd,0.0019348815382910023,45,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.0019139565365923793,46,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
1.280631871_superadd,0.0017480401556694192,47,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
6.64399992_additive,0.0016190117362041222,48,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
6.61896756_underdominant,0.0015746041107883735,49,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
16.72774823_additive,0.001535923751349253,50,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
15.23852931_subadd,0.0014882952678065432,51,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
2.241229797_subadd,0.0014514058468761682,52,15,0.17034699,60,SelectFromExtraTrees,LinearRegression
