Feature,Mean_Rank,Feature_Count,Appearance_Percentage,Overall_Feature_Importance
2.74443143_overdominant,10.333333333333334,3,0.13636363636363635,0.013196480938416421
7.129320417_subadd,10.666666666666666,3,0.13636363636363635,0.012784090909090908
1.202678358_subadd,7.5,2,0.09090909090909091,0.012121212121212121
9.59134010_overdominant,11.333333333333334,3,0.13636363636363635,0.012032085561497324
19.55285074_additive,19.0,5,0.22727272727272727,0.011961722488038276
14.87957641_recessive,27.428571428571427,7,0.3181818181818182,0.011600378787878788
8.50764069_underdominant,4.0,1,0.045454545454545456,0.011363636363636364
18.19715963_subadd,4.0,1,0.045454545454545456,0.011363636363636364
5.5576513_superadd,4.0,1,0.045454545454545456,0.011363636363636364
7.129200895_subadd,4.0,1,0.045454545454545456,0.011363636363636364
6.29889998_subadd,4.0,1,0.045454545454545456,0.011363636363636364
4.179529456_additive,4.0,1,0.045454545454545456,0.011363636363636364
12.50496240_superadd,16.75,4,0.18181818181818182,0.01085481682496608
10.101261266_heterosis,13.0,3,0.13636363636363635,0.01048951048951049
6.58882740_pager,13.0,3,0.13636363636363635,0.01048951048951049
11.81836569_superadd,13.333333333333334,3,0.13636363636363635,0.010227272727272725
15.23852931_subadd,32.42857142857143,7,0.3181818181818182,0.009811774128954745
3.4257213_additive,14.0,3,0.13636363636363635,0.009740259740259738
14.3671220_additive,33.57142857142857,7,0.3181818181818182,0.009477756286266925
18.46454879_overdominant,19.75,4,0.18181818181818182,0.009205983889528193
1.279961922_subadd,5.0,1,0.045454545454545456,0.009090909090909092
2.100365708_additive,5.0,1,0.045454545454545456,0.009090909090909092
7.142287080_additive,5.0,1,0.045454545454545456,0.009090909090909092
7.129957193_subadd,5.0,1,0.045454545454545456,0.009090909090909092
5.74188165_additive,5.0,1,0.045454545454545456,0.009090909090909092
9.17949228_subadd,5.0,1,0.045454545454545456,0.009090909090909092
1.109350957_superadd,5.0,1,0.045454545454545456,0.009090909090909092
1.281176430_overdominant,15.0,3,0.13636363636363635,0.00909090909090909
19.21861562_pager,25.8,5,0.22727272727272727,0.008809020436927413
2.244184849_superadd,21.75,4,0.18181818181818182,0.008359456635318705
2.48769279_underdominant,22.25,4,0.18181818181818182,0.008171603677221655
6.50547385_subadd,23.75,4,0.18181818181818182,0.007655502392344498
1.107177143_additive,6.0,1,0.045454545454545456,0.007575757575757576
1.107528525_subadd,6.0,1,0.045454545454545456,0.007575757575757576
4.112514664_overdominant,6.0,1,0.045454545454545456,0.007575757575757576
3.111057107_recessive,6.0,1,0.045454545454545456,0.007575757575757576
2.74122376_dominant,6.0,1,0.045454545454545456,0.007575757575757576
6.21276193_pager,6.0,1,0.045454545454545456,0.007575757575757576
2.101840329_additive,6.0,1,0.045454545454545456,0.007575757575757576
2.90104919_superadd,6.0,1,0.045454545454545456,0.007575757575757576
2.60779417_additive,6.0,1,0.045454545454545456,0.007575757575757576
16.77212706_recessive,42.42857142857143,7,0.3181818181818182,0.007499234771962044
12.28916309_subadd,24.75,4,0.18181818181818182,0.007346189164370983
18.1575674_subadd,18.666666666666668,3,0.13636363636363635,0.007305194805194804
12.9313363_recessive,12.5,2,0.09090909090909091,0.007272727272727273
5.28668753_additive,19.0,3,0.13636363636363635,0.007177033492822966
14.10695114_additive,45.42857142857143,7,0.3181818181818182,0.007004002287021155
12.16572954_pager,26.25,4,0.18181818181818182,0.006926406926406927
15.63587058_dominant,40.166666666666664,6,0.2727272727272727,0.0067898906073179935
18.75898293_superadd,20.333333333333332,3,0.13636363636363635,0.0067064083457526085
14.14550605_dominant,27.5,4,0.18181818181818182,0.006611570247933884
19.48696090_additive,20.666666666666668,3,0.13636363636363635,0.0065982404692082105
17.64081157_pager,34.8,5,0.22727272727272727,0.006530825496342738
2.54411497_heterosis,7.0,1,0.045454545454545456,0.006493506493506493
5.105624963_superadd,7.0,1,0.045454545454545456,0.006493506493506493
2.121031354_subadd,7.0,1,0.045454545454545456,0.006493506493506493
9.14434322_recessive,7.0,1,0.045454545454545456,0.006493506493506493
7.142053266_additive,7.0,1,0.045454545454545456,0.006493506493506493
2.61123933_pager,7.0,1,0.045454545454545456,0.006493506493506493
1.277487428_dominant,7.0,1,0.045454545454545456,0.006493506493506493
9.118214489_additive,7.0,1,0.045454545454545456,0.006493506493506493
2.102662012_additive,21.333333333333332,3,0.13636363636363635,0.006392045454545454
9.77571698_pager,14.5,2,0.09090909090909091,0.006269592476489028
11.29625509_subadd,36.6,5,0.22727272727272727,0.00620963735717834
20.24097679_superadd,36.6,5,0.22727272727272727,0.00620963735717834
14.19872563_overdominant,29.75,4,0.18181818181818182,0.006111535523300229
20.35391656_subadd,30.0,4,0.18181818181818182,0.006060606060606061
7.8479218_additive,8.0,1,0.045454545454545456,0.005681818181818182
4.166182348_subadd,8.0,1,0.045454545454545456,0.005681818181818182
2.127370311_subadd,8.0,1,0.045454545454545456,0.005681818181818182
7.129439598_subadd,8.0,1,0.045454545454545456,0.005681818181818182
15.20181120_additive,48.0,6,0.2727272727272727,0.005681818181818181
13.91851001_additive,40.4,5,0.22727272727272727,0.0056255625562556255
4.138934139_subadd,24.666666666666668,3,0.13636363636363635,0.005528255528255527
13.54929601_subadd,34.75,4,0.18181818181818182,0.005232177894048398
2.233627496_subadd,17.5,2,0.09090909090909091,0.005194805194805195
7.121846015_pager,17.5,2,0.09090909090909091,0.005194805194805195
9.46578994_pager,9.0,1,0.045454545454545456,0.00505050505050505
16.50703227_dominant,9.0,1,0.045454545454545456,0.00505050505050505
2.241311783_recessive,9.0,1,0.045454545454545456,0.00505050505050505
6.19376172_additive,9.0,1,0.045454545454545456,0.00505050505050505
10.23496839_subadd,9.0,1,0.045454545454545456,0.00505050505050505
6.27369902_subadd,9.0,1,0.045454545454545456,0.00505050505050505
17.10781090_overdominant,27.333333333333332,3,0.13636363636363635,0.004988913525498892
7.143702630_additive,27.666666666666668,3,0.13636363636363635,0.00492880613362541
16.79462142_additive,37.5,4,0.18181818181818182,0.004848484848484849
15.58821011_pager,38.75,4,0.18181818181818182,0.00469208211143695
11.26234051_additive,48.6,5,0.22727272727272727,0.004676393565282454
1.107232224_additive,10.0,1,0.045454545454545456,0.004545454545454546
3.111860850_subadd,10.0,1,0.045454545454545456,0.004545454545454546
3.112674029_pager,10.0,1,0.045454545454545456,0.004545454545454546
11.87002894_overdominant,40.0,4,0.18181818181818182,0.004545454545454546
10.21207998_recessive,10.0,1,0.045454545454545456,0.004545454545454546
1.280685024_dominant,10.0,1,0.045454545454545456,0.004545454545454546
5.114480334_pager,10.0,1,0.045454545454545456,0.004545454545454546
6.61896756_underdominant,30.333333333333332,3,0.13636363636363635,0.004495504495504495
8.107037389_superadd,20.5,2,0.09090909090909091,0.004434589800443459
4.80616719_additive,20.5,2,0.09090909090909091,0.004434589800443459
11.80666970_recessive,20.5,2,0.09090909090909091,0.004434589800443459
9.47765480_additive,21.0,2,0.09090909090909091,0.004329004329004329
6.42380020_pager,31.666666666666668,3,0.13636363636363635,0.00430622009569378
2.127002789_recessive,21.5,2,0.09090909090909091,0.004228329809725159
17.27251602_additive,75.42857142857143,7,0.3181818181818182,0.00421831955922865
8.53757419_overdominant,43.5,4,0.18181818181818182,0.0041797283176593526
9.99586578_superadd,32.666666666666664,3,0.13636363636363635,0.004174397031539889
1.132899762_superadd,11.0,1,0.045454545454545456,0.004132231404958678
5.108105849_superadd,11.0,1,0.045454545454545456,0.004132231404958678
9.55681894_overdominant,11.0,1,0.045454545454545456,0.004132231404958678
5.78657580_underdominant,11.0,1,0.045454545454545456,0.004132231404958678
2.259493496_subadd,11.0,1,0.045454545454545456,0.004132231404958678
2.100733429_additive,22.5,2,0.09090909090909091,0.00404040404040404
12.29978956_subadd,22.5,2,0.09090909090909091,0.00404040404040404
4.160566535_recessive,45.75,4,0.18181818181818182,0.003974167908594138
7.57745946_additive,23.0,2,0.09090909090909091,0.003952569169960474
17.34811354_additive,46.0,4,0.18181818181818182,0.003952569169960474
16.2858981_underdominant,35.333333333333336,3,0.13636363636363635,0.0038593481989708397
20.37971642_additive,59.4,5,0.22727272727272727,0.0038261401897765534
9.76995147_pager,12.0,1,0.045454545454545456,0.003787878787878788
6.29625283_subadd,12.0,1,0.045454545454545456,0.003787878787878788
8.127280983_pager,24.0,2,0.09090909090909091,0.003787878787878788
9.64012960_subadd,12.0,1,0.045454545454545456,0.003787878787878788
5.107104454_subadd,12.0,1,0.045454545454545456,0.003787878787878788
5.62298826_superadd,24.0,2,0.09090909090909091,0.003787878787878788
7.89930969_additive,12.0,1,0.045454545454545456,0.003787878787878788
2.43783444_superadd,12.0,1,0.045454545454545456,0.003787878787878788
17.8354362_superadd,36.333333333333336,3,0.13636363636363635,0.003753127606338615
6.96381267_pager,24.5,2,0.09090909090909091,0.0037105751391465673
16.59065040_overdominant,25.0,2,0.09090909090909091,0.0036363636363636364
10.102827930_additive,25.0,2,0.09090909090909091,0.0036363636363636364
13.53275583_subadd,50.75,4,0.18181818181818182,0.003582624272279445
2.76731838_subadd,25.5,2,0.09090909090909091,0.0035650623885918006
5.107164735_additive,13.0,1,0.045454545454545456,0.003496503496503497
8.97527560_additive,13.0,1,0.045454545454545456,0.003496503496503497
8.82985219_pager,13.0,1,0.045454545454545456,0.003496503496503497
8.85178973_superadd,13.0,1,0.045454545454545456,0.003496503496503497
10.110488054_additive,13.0,1,0.045454545454545456,0.003496503496503497
5.28411536_additive,13.0,1,0.045454545454545456,0.003496503496503497
7.34912539_superadd,13.0,1,0.045454545454545456,0.003496503496503497
7.92716677_additive,40.333333333333336,3,0.13636363636363635,0.0033809166040570993
8.103530608_superadd,27.5,2,0.09090909090909091,0.003305785123966942
15.84085583_overdominant,27.5,2,0.09090909090909091,0.003305785123966942
13.110044170_superadd,55.5,4,0.18181818181818182,0.003276003276003276
5.30358176_recessive,14.0,1,0.045454545454545456,0.0032467532467532465
15.66808392_pager,56.0,4,0.18181818181818182,0.0032467532467532465
5.80417880_recessive,14.0,1,0.045454545454545456,0.0032467532467532465
18.23138989_pager,14.0,1,0.045454545454545456,0.0032467532467532465
18.65558535_dominant,14.0,1,0.045454545454545456,0.0032467532467532465
9.112434936_dominant,28.0,2,0.09090909090909091,0.0032467532467532465
3.169055566_pager,28.5,2,0.09090909090909091,0.003189792663476874
5.131188933_superadd,28.5,2,0.09090909090909091,0.003189792663476874
12.2422706_superadd,72.4,5,0.22727272727272727,0.003139126067302863
14.17042816_subadd,29.0,2,0.09090909090909091,0.003134796238244514
5.16109752_dominant,29.0,2,0.09090909090909091,0.003134796238244514
6.8679887_pager,29.0,2,0.09090909090909091,0.003134796238244514
18.30511716_additive,44.0,3,0.13636363636363635,0.003099173553719008
11.75642196_overdominant,29.5,2,0.09090909090909091,0.0030816640986132513
14.8082050_subadd,59.0,4,0.18181818181818182,0.0030816640986132513
16.22325948_dominant,29.5,2,0.09090909090909091,0.0030816640986132513
18.21736554_dominant,15.0,1,0.045454545454545456,0.0030303030303030303
4.22306163_additive,15.0,1,0.045454545454545456,0.0030303030303030303
2.54839937_overdominant,15.0,1,0.045454545454545456,0.0030303030303030303
5.28521712_additive,15.0,1,0.045454545454545456,0.0030303030303030303
5.110709729_subadd,15.0,1,0.045454545454545456,0.0030303030303030303
7.12950921_overdominant,15.0,1,0.045454545454545456,0.0030303030303030303
3.149315615_additive,15.0,1,0.045454545454545456,0.0030303030303030303
7.80945803_recessive,30.5,2,0.09090909090909091,0.002980625931445604
17.88395402_recessive,61.25,4,0.18181818181818182,0.0029684601113172545
13.93448266_pager,46.666666666666664,3,0.13636363636363635,0.0029220779220779218
3.28950778_pager,46.666666666666664,3,0.13636363636363635,0.0029220779220779218
8.85073977_superadd,47.333333333333336,3,0.13636363636363635,0.0028809218950064017
9.96404016_recessive,47.333333333333336,3,0.13636363636363635,0.0028809218950064017
4.132998108_overdominant,16.0,1,0.045454545454545456,0.002840909090909091
10.98871574_superadd,16.0,1,0.045454545454545456,0.002840909090909091
9.67933880_subadd,16.0,1,0.045454545454545456,0.002840909090909091
1.186739401_superadd,16.0,1,0.045454545454545456,0.002840909090909091
9.114839611_pager,16.0,1,0.045454545454545456,0.002840909090909091
6.50590299_pager,16.0,1,0.045454545454545456,0.002840909090909091
19.19118984_additive,49.0,3,0.13636363636363635,0.0027829313543599253
18.12305299_underdominant,33.0,2,0.09090909090909091,0.0027548209366391185
10.23275961_pager,33.5,2,0.09090909090909091,0.00271370420624152
8.116674965_underdominant,17.0,1,0.045454545454545456,0.00267379679144385
15.91052779_underdominant,17.0,1,0.045454545454545456,0.00267379679144385
2.39812863_underdominant,17.0,1,0.045454545454545456,0.00267379679144385
5.42208959_superadd,17.0,1,0.045454545454545456,0.00267379679144385
4.163389985_dominant,17.0,1,0.045454545454545456,0.00267379679144385
5.110329517_superadd,51.666666666666664,3,0.13636363636363635,0.0026392961876832845
18.34659433_additive,69.75,4,0.18181818181818182,0.002606712284131639
18.72751765_subadd,35.0,2,0.09090909090909091,0.0025974025974025974
19.19153725_superadd,70.0,4,0.18181818181818182,0.0025974025974025974
1.171079015_superadd,35.5,2,0.09090909090909091,0.0025608194622279133
1.203055753_additive,18.0,1,0.045454545454545456,0.002525252525252525
2.241653360_pager,18.0,1,0.045454545454545456,0.002525252525252525
6.4271808_superadd,18.0,1,0.045454545454545456,0.002525252525252525
16.14298100_overdominant,18.0,1,0.045454545454545456,0.002525252525252525
2.76862297_subadd,18.0,1,0.045454545454545456,0.002525252525252525
9.9529838_superadd,37.0,2,0.09090909090909091,0.0024570024570024574
5.32302904_additive,19.0,1,0.045454545454545456,0.0023923444976076554
4.22222996_subadd,19.0,1,0.045454545454545456,0.0023923444976076554
1.200023690_subadd,19.0,1,0.045454545454545456,0.0023923444976076554
18.1038227_subadd,19.0,1,0.045454545454545456,0.0023923444976076554
9.72455623_recessive,19.0,1,0.045454545454545456,0.0023923444976076554
3.10579003_pager,39.0,2,0.09090909090909091,0.002331002331002331
2.241229797_subadd,39.5,2,0.09090909090909091,0.0023014959723820483
14.20913351_overdominant,59.666666666666664,3,0.13636363636363635,0.0022854240731335703
9.60909100_pager,20.0,1,0.045454545454545456,0.002272727272727273
5.39962409_pager,20.0,1,0.045454545454545456,0.002272727272727273
16.45800841_underdominant,20.0,1,0.045454545454545456,0.002272727272727273
5.109011717_additive,20.0,1,0.045454545454545456,0.002272727272727273
1.273989259_pager,60.666666666666664,3,0.13636363636363635,0.0022477522477522475
2.133499493_superadd,40.5,2,0.09090909090909091,0.0022446689113355778
3.172706091_dominant,41.5,2,0.09090909090909091,0.0021905805038335163
4.132960349_additive,21.0,1,0.045454545454545456,0.0021645021645021645
9.15336211_additive,21.0,1,0.045454545454545456,0.0021645021645021645
9.15288700_additive,21.0,1,0.045454545454545456,0.0021645021645021645
3.3776017_additive,21.0,1,0.045454545454545456,0.0021645021645021645
6.53221806_subadd,21.0,1,0.045454545454545456,0.0021645021645021645
20.7823271_subadd,43.5,2,0.09090909090909091,0.0020898641588296763
20.10314525_dominant,65.66666666666667,3,0.13636363636363635,0.0020766035994462385
4.167099404_subadd,22.0,1,0.045454545454545456,0.002066115702479339
5.4686140_superadd,22.0,1,0.045454545454545456,0.002066115702479339
7.84331505_underdominant,67.0,3,0.13636363636363635,0.0020352781546811396
1.194304909_dominant,23.0,1,0.045454545454545456,0.001976284584980237
12.48627838_overdominant,46.0,2,0.09090909090909091,0.001976284584980237
7.9870601_additive,23.0,1,0.045454545454545456,0.001976284584980237
2.256719253_dominant,46.0,2,0.09090909090909091,0.001976284584980237
6.52768038_recessive,23.0,1,0.045454545454545456,0.001976284584980237
2.259651183_dominant,47.0,2,0.09090909090909091,0.0019342359767891683
5.119540738_pager,47.0,2,0.09090909090909091,0.0019342359767891683
1.132287019_superadd,24.0,1,0.045454545454545456,0.001893939393939394
8.48600633_recessive,24.0,1,0.045454545454545456,0.001893939393939394
4.150588805_pager,24.0,1,0.045454545454545456,0.001893939393939394
11.70270467_subadd,48.5,2,0.09090909090909091,0.0018744142455482662
2.43158791_superadd,25.0,1,0.045454545454545456,0.0018181818181818182
4.150368452_superadd,25.0,1,0.045454545454545456,0.0018181818181818182
18.33128058_pager,25.0,1,0.045454545454545456,0.0018181818181818182
2.122684650_subadd,25.0,1,0.045454545454545456,0.0018181818181818182
8.103283168_subadd,25.0,1,0.045454545454545456,0.0018181818181818182
1.187122505_subadd,50.0,2,0.09090909090909091,0.0018181818181818182
10.100028759_pager,50.5,2,0.09090909090909091,0.0018001800180018003
2.139723671_overdominant,50.5,2,0.09090909090909091,0.0018001800180018003
14.14905098_additive,51.0,2,0.09090909090909091,0.0017825311942959003
2.72767953_heterosis,26.0,1,0.045454545454545456,0.0017482517482517485
2.182653261_subadd,26.0,1,0.045454545454545456,0.0017482517482517485
5.132146451_additive,26.0,1,0.045454545454545456,0.0017482517482517485
6.96716286_subadd,26.0,1,0.045454545454545456,0.0017482517482517485
13.56347352_overdominant,78.33333333333333,3,0.13636363636363635,0.0017408123791102514
5.154297039_subadd,53.0,2,0.09090909090909091,0.0017152658662092624
11.74175782_heterosis,53.5,2,0.09090909090909091,0.001699235344095157
8.80190884_overdominant,27.0,1,0.045454545454545456,0.0016835016835016834
9.49877033_superadd,54.0,2,0.09090909090909091,0.0016835016835016834
5.79801945_additive,27.0,1,0.045454545454545456,0.0016835016835016834
2.241107031_recessive,27.0,1,0.045454545454545456,0.0016835016835016834
6.51897040_pager,54.5,2,0.09090909090909091,0.0016680567139282737
13.17925333_recessive,82.33333333333333,3,0.13636363636363635,0.0016562384983437614
20.10935774_superadd,55.0,2,0.09090909090909091,0.001652892561983471
8.107438950_superadd,28.0,1,0.045454545454545456,0.0016233766233766233
7.9868860_subadd,28.0,1,0.045454545454545456,0.0016233766233766233
18.23996541_additive,56.0,2,0.09090909090909091,0.0016233766233766233
4.22702295_pager,28.0,1,0.045454545454545456,0.0016233766233766233
8.81342190_heterosis,28.0,1,0.045454545454545456,0.0016233766233766233
11.34408764_overdominant,56.5,2,0.09090909090909091,0.0016090104585679808
14.6592191_underdominant,56.5,2,0.09090909090909091,0.0016090104585679808
13.61208000_superadd,57.0,2,0.09090909090909091,0.001594896331738437
1.142301838_overdominant,29.0,1,0.045454545454545456,0.001567398119122257
18.85012652_superadd,29.0,1,0.045454545454545456,0.001567398119122257
4.100274831_superadd,29.0,1,0.045454545454545456,0.001567398119122257
18.47726543_overdominant,29.0,1,0.045454545454545456,0.001567398119122257
2.54480512_heterosis,29.0,1,0.045454545454545456,0.001567398119122257
14.83751450_heterosis,59.0,2,0.09090909090909091,0.0015408320493066256
6.43787017_superadd,30.0,1,0.045454545454545456,0.0015151515151515152
4.22499077_pager,30.0,1,0.045454545454545456,0.0015151515151515152
5.161296092_heterosis,30.0,1,0.045454545454545456,0.0015151515151515152
3.8746203_additive,31.0,1,0.045454545454545456,0.001466275659824047
15.61729928_subadd,62.0,2,0.09090909090909091,0.001466275659824047
10.102955893_additive,32.0,1,0.045454545454545456,0.0014204545454545455
2.95523268_overdominant,32.0,1,0.045454545454545456,0.0014204545454545455
2.241273444_pager,32.0,1,0.045454545454545456,0.0014204545454545455
5.16133152_dominant,32.0,1,0.045454545454545456,0.0014204545454545455
19.19408529_additive,64.5,2,0.09090909090909091,0.0014094432699083862
7.8251796_additive,33.0,1,0.045454545454545456,0.0013774104683195593
19.30631987_pager,66.0,2,0.09090909090909091,0.0013774104683195593
7.55865542_recessive,33.0,1,0.045454545454545456,0.0013774104683195593
4.158152923_pager,33.0,1,0.045454545454545456,0.0013774104683195593
16.58977021_recessive,33.0,1,0.045454545454545456,0.0013774104683195593
6.51633874_pager,33.0,1,0.045454545454545456,0.0013774104683195593
2.260067241_superadd,33.0,1,0.045454545454545456,0.0013774104683195593
9.110705645_heterosis,33.0,1,0.045454545454545456,0.0013774104683195593
2.235456555_underdominant,66.5,2,0.09090909090909091,0.0013670539986329459
2.46902625_dominant,67.0,2,0.09090909090909091,0.00135685210312076
16.88207567_additive,67.0,2,0.09090909090909091,0.00135685210312076
9.47791910_additive,34.0,1,0.045454545454545456,0.001336898395721925
4.112841585_additive,34.0,1,0.045454545454545456,0.001336898395721925
10.102826607_heterosis,34.0,1,0.045454545454545456,0.001336898395721925
11.33250549_heterosis,34.0,1,0.045454545454545456,0.001336898395721925
4.71966489_superadd,34.0,1,0.045454545454545456,0.001336898395721925
7.140582872_additive,34.0,1,0.045454545454545456,0.001336898395721925
4.156265771_heterosis,35.0,1,0.045454545454545456,0.0012987012987012987
12.15189961_dominant,35.0,1,0.045454545454545456,0.0012987012987012987
5.30369332_recessive,35.0,1,0.045454545454545456,0.0012987012987012987
5.148458564_recessive,35.0,1,0.045454545454545456,0.0012987012987012987
8.48790565_recessive,36.0,1,0.045454545454545456,0.0012626262626262625
10.11331419_subadd,36.0,1,0.045454545454545456,0.0012626262626262625
8.50800147_underdominant,36.0,1,0.045454545454545456,0.0012626262626262625
5.114285356_additive,36.0,1,0.045454545454545456,0.0012626262626262625
1.127262513_dominant,37.0,1,0.045454545454545456,0.0012285012285012287
5.149219337_subadd,37.0,1,0.045454545454545456,0.0012285012285012287
7.36421920_subadd,37.0,1,0.045454545454545456,0.0012285012285012287
2.70399601_additive,74.0,2,0.09090909090909091,0.0012285012285012287
18.79603227_additive,37.0,1,0.045454545454545456,0.0012285012285012287
7.81105385_underdominant,38.0,1,0.045454545454545456,0.0011961722488038277
7.98989872_dominant,38.0,1,0.045454545454545456,0.0011961722488038277
6.118047947_recessive,38.0,1,0.045454545454545456,0.0011961722488038277
3.5549958_additive,77.5,2,0.09090909090909091,0.0011730205278592375
5.72916242_subadd,39.0,1,0.045454545454545456,0.0011655011655011655
5.59886544_subadd,39.0,1,0.045454545454545456,0.0011655011655011655
1.240763559_superadd,39.0,1,0.045454545454545456,0.0011655011655011655
5.131057609_superadd,39.0,1,0.045454545454545456,0.0011655011655011655
9.46936903_superadd,40.0,1,0.045454545454545456,0.0011363636363636365
5.34157608_additive,41.0,1,0.045454545454545456,0.0011086474501108647
8.75853742_overdominant,41.0,1,0.045454545454545456,0.0011086474501108647
6.90351515_dominant,41.0,1,0.045454545454545456,0.0011086474501108647
5.161497869_heterosis,42.0,1,0.045454545454545456,0.0010822510822510823
7.81276016_subadd,42.0,1,0.045454545454545456,0.0010822510822510823
2.125642993_recessive,42.0,1,0.045454545454545456,0.0010822510822510823
5.50887352_subadd,42.0,1,0.045454545454545456,0.0010822510822510823
7.10391424_recessive,43.0,1,0.045454545454545456,0.0010570824524312897
2.128154791_subadd,43.0,1,0.045454545454545456,0.0010570824524312897
10.107582877_additive,44.0,1,0.045454545454545456,0.0010330578512396695
2.131422088_pager,44.0,1,0.045454545454545456,0.0010330578512396695
5.115728562_pager,44.0,1,0.045454545454545456,0.0010330578512396695
7.92777961_pager,45.0,1,0.045454545454545456,0.00101010101010101
8.116820531_underdominant,45.0,1,0.045454545454545456,0.00101010101010101
1.185453508_subadd,45.0,1,0.045454545454545456,0.00101010101010101
10.11176358_superadd,45.0,1,0.045454545454545456,0.00101010101010101
2.71930081_additive,45.0,1,0.045454545454545456,0.00101010101010101
4.75252437_underdominant,46.0,1,0.045454545454545456,0.0009881422924901185
1.280631871_superadd,47.0,1,0.045454545454545456,0.0009671179883945841
9.7148232_additive,47.0,1,0.045454545454545456,0.0009671179883945841
7.75613588_additive,48.0,1,0.045454545454545456,0.000946969696969697
6.64399992_additive,48.0,1,0.045454545454545456,0.000946969696969697
7.36289111_subadd,48.0,1,0.045454545454545456,0.000946969696969697
2.102790536_additive,49.0,1,0.045454545454545456,0.0009276437847866418
2.123246588_recessive,49.0,1,0.045454545454545456,0.0009276437847866418
18.81706056_overdominant,49.0,1,0.045454545454545456,0.0009276437847866418
3.172507800_dominant,50.0,1,0.045454545454545456,0.0009090909090909091
16.82346779_additive,50.0,1,0.045454545454545456,0.0009090909090909091
2.87040529_underdominant,50.0,1,0.045454545454545456,0.0009090909090909091
16.72774823_additive,50.0,1,0.045454545454545456,0.0009090909090909091
8.121579155_heterosis,50.0,1,0.045454545454545456,0.0009090909090909091
7.13676055_superadd,51.0,1,0.045454545454545456,0.0008912655971479501
2.139311504_subadd,51.0,1,0.045454545454545456,0.0008912655971479501
5.4583860_superadd,51.0,1,0.045454545454545456,0.0008912655971479501
11.84979498_heterosis,51.0,1,0.045454545454545456,0.0008912655971479501
5.115697293_dominant,52.0,1,0.045454545454545456,0.0008741258741258742
8.97287172_additive,52.0,1,0.045454545454545456,0.0008741258741258742
5.67529331_recessive,53.0,1,0.045454545454545456,0.0008576329331046312
18.23116883_dominant,53.0,1,0.045454545454545456,0.0008576329331046312
3.50776467_overdominant,53.0,1,0.045454545454545456,0.0008576329331046312
1.49723198_dominant,53.0,1,0.045454545454545456,0.0008576329331046312
3.57159240_subadd,53.0,1,0.045454545454545456,0.0008576329331046312
2.89554720_superadd,54.0,1,0.045454545454545456,0.0008417508417508417
9.9618359_superadd,54.0,1,0.045454545454545456,0.0008417508417508417
7.55708458_recessive,54.0,1,0.045454545454545456,0.0008417508417508417
