Feature,PFI_importance,Rank,Pipeline_No,Pipeline_R2,Pipeline_Feature_Count,Pipeline_Selector,Pipeline_Root
18.46454879_overdominant,0.004033707284487574,8,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
6.96699103_subadd,0.004001623724525141,9,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
11.29625509_subadd,0.003956119360961143,10,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
18.64235068_additive,0.0032708193857273428,11,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
1.173022145_superadd,0.0031363905515172687,12,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
19.55285074_additive,0.0031339167042261596,13,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
6.8679887_pager,0.0030909076819630797,14,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
17.34811354_additive,0.002603873876831686,15,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
5.173521711_subadd,0.0023543985163956838,16,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
13.53275583_subadd,0.002222784682455974,17,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
6.29657181_subadd,0.002191049116263375,18,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
6.61896756_underdominant,0.0018599048221513393,19,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
1.166630951_subadd,0.001687221175826018,20,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
6.28524962_pager,0.0013497504758638245,21,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
12.2422706_superadd,-0.00014942195592729024,22,11,0.09490139,22,SelectFromExtraTrees,LinearRegression
7.129118847_subadd,0.012825753852387942,1,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
4.180697664_superadd,0.012037113549921465,2,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
10.93564208_subadd,0.010782498536665651,3,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
10.21577856_subadd,0.010036243375952632,4,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
5.107164735_additive,0.008531018055146082,5,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
17.69127482_pager,0.008491529999671472,6,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
2.48769279_underdominant,0.00731286319855708,7,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.007237872065954446,8,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
9.77077241_additive,0.0064700179344246486,9,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
19.48696090_additive,0.0061897798727948,10,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
3.5783729_pager,0.00608337197754382,11,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
13.54929601_subadd,0.005492895070055451,12,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
12.5778910_pager,0.004553766236863253,13,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
8.83031626_additive,0.0035067611797355534,14,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
5.33847721_pager,0.0034924107733256527,15,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
19.21861562_pager,0.0033757057110886603,16,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
8.85261260_subadd,0.0031226260364109505,17,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
17.64081157_pager,0.0018106700850009328,18,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
2.181488186_overdominant,0.0009290183723368262,19,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
19.19408529_additive,0.0008839159047758615,20,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
2.112114450_additive,0.0007370865296555817,21,12,0.12774666,21,SelectFromExtraTrees,LinearRegression
18.27348077_dominant,0.027446572364275088,1,13,0.13285677,35,SelectFromExtraTrees,SVR
4.179222545_additive,0.01447540062968484,2,13,0.13285677,35,SelectFromExtraTrees,SVR
10.97544848_pager,0.012866832281928626,3,13,0.13285677,35,SelectFromExtraTrees,SVR
7.3822902_subadd,0.010109496752609077,4,13,0.13285677,35,SelectFromExtraTrees,SVR
7.129118847_subadd,0.009430053399067762,5,13,0.13285677,35,SelectFromExtraTrees,SVR
1.194345259_pager,0.008456726129307144,6,13,0.13285677,35,SelectFromExtraTrees,SVR
17.10781090_overdominant,0.008292066603805876,7,13,0.13285677,35,SelectFromExtraTrees,SVR
17.69127482_pager,0.007659045651747826,8,13,0.13285677,35,SelectFromExtraTrees,SVR
2.99094086_pager,0.006175498901670374,9,13,0.13285677,35,SelectFromExtraTrees,SVR
8.103608382_pager,0.006049509428184602,10,13,0.13285677,35,SelectFromExtraTrees,SVR
9.17980366_additive,0.0059341187480131275,11,13,0.13285677,35,SelectFromExtraTrees,SVR
6.19376172_additive,0.005118807237379962,12,13,0.13285677,35,SelectFromExtraTrees,SVR
14.10695114_additive,0.005074736313894832,13,13,0.13285677,35,SelectFromExtraTrees,SVR
9.77077241_additive,0.0049509362023046925,14,13,0.13285677,35,SelectFromExtraTrees,SVR
2.123504827_recessive,0.004706657998178042,15,13,0.13285677,35,SelectFromExtraTrees,SVR
5.161297096_heterosis,0.004415555560721902,16,13,0.13285677,35,SelectFromExtraTrees,SVR
5.78657580_underdominant,0.004382429583652476,17,13,0.13285677,35,SelectFromExtraTrees,SVR
18.75898293_superadd,0.004298432830894229,18,13,0.13285677,35,SelectFromExtraTrees,SVR
14.14905098_additive,0.004067944436068393,19,13,0.13285677,35,SelectFromExtraTrees,SVR
13.93448266_pager,0.003949223992191328,20,13,0.13285677,35,SelectFromExtraTrees,SVR
8.78828735_subadd,0.0037467349925202785,21,13,0.13285677,35,SelectFromExtraTrees,SVR
11.80666970_recessive,0.0037224257110094437,22,13,0.13285677,35,SelectFromExtraTrees,SVR
15.84085583_overdominant,0.003674106698752199,23,13,0.13285677,35,SelectFromExtraTrees,SVR
16.88196154_additive,0.003566889236269205,24,13,0.13285677,35,SelectFromExtraTrees,SVR
6.66999757_subadd,0.0035587589914128025,25,13,0.13285677,35,SelectFromExtraTrees,SVR
2.35782903_dominant,0.0035089960131525245,26,13,0.13285677,35,SelectFromExtraTrees,SVR
12.28916309_subadd,0.0033574541208111486,27,13,0.13285677,35,SelectFromExtraTrees,SVR
6.145448178_superadd,0.0031671206325825617,28,13,0.13285677,35,SelectFromExtraTrees,SVR
5.113795948_additive,0.003125472175508155,29,13,0.13285677,35,SelectFromExtraTrees,SVR
7.126962211_additive,0.0030790648417256317,30,13,0.13285677,35,SelectFromExtraTrees,SVR
8.53757419_overdominant,0.002897405062508663,31,13,0.13285677,35,SelectFromExtraTrees,SVR
8.84461819_superadd,0.0027579695148566507,32,13,0.13285677,35,SelectFromExtraTrees,SVR
6.29899520_superadd,0.0024247758259134666,33,13,0.13285677,35,SelectFromExtraTrees,SVR
17.8354362_superadd,0.0022248122135126937,34,13,0.13285677,35,SelectFromExtraTrees,SVR
14.17042816_subadd,0.00026826491493271986,35,13,0.13285677,35,SelectFromExtraTrees,SVR
1.276766465_subadd,0.014288049146606445,1,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
19.24723067_pager,0.012849255462025417,2,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
3.110266843_recessive,0.011182909170205533,3,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
9.67962482_subadd,0.008094335548128866,4,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
17.69127482_pager,0.007562864551347308,5,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
1.107177143_additive,0.007531439179522714,6,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
10.21658055_subadd,0.0075091978023809096,7,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
9.17980366_additive,0.007305789713596422,8,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
8.78828735_subadd,0.007228623421007742,9,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
7.128196100_additive,0.005904940296075724,10,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
1.220585271_superadd,0.005259704047042238,11,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
4.166182348_subadd,0.005236519503423687,12,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
15.84085583_overdominant,0.005182288657980952,13,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
2.48769279_underdominant,0.004923778687932866,14,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
5.114917703_pager,0.004543791156294587,15,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
7.98989872_dominant,0.003997782726603805,16,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
14.14905098_additive,0.0038794038915851846,17,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
5.78657580_underdominant,0.0036887701128323503,18,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
12.28916309_subadd,0.00357454536931339,19,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
1.188739792_subadd,0.0033962003442524545,20,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
7.80846681_subadd,0.0031058857405153995,21,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
4.22553157_additive,0.0030341017662826185,22,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
17.27251602_additive,0.0029797868627121625,23,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
10.111023465_subadd,0.002969354569045368,24,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
2.99094086_pager,0.002794801806118754,25,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
5.4490029_superadd,0.0027744576065088433,26,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
6.29899520_superadd,0.0026689592701927244,27,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
5.42277975_superadd,0.002567316401957306,28,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
2.72433362_dominant,0.0025063048950508273,29,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
9.114917397_heterosis,0.0023046713888842797,30,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
18.75898293_superadd,0.0021996248954648124,31,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
6.66999757_subadd,0.002124809225403841,32,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
17.8354362_superadd,0.0018158488361153457,33,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
4.72706402_superadd,0.001371793205380587,34,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
1.234782558_heterosis,0.0013102798475079947,35,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
16.88196154_additive,0.0009896386754707832,36,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
5.33786601_overdominant,0.0007129069942868693,37,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
20.4033053_overdominant,0.0006582598522505811,38,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
8.53757419_overdominant,0.000591590836078949,39,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
15.20181120_additive,0.00012554693636454673,40,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
19.19408529_additive,0.00010020030708059013,41,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
14.17042816_subadd,1.133788382885692e-05,42,14,0.13679588,42,SelectFromExtraTrees,LinearRegression
18.27348077_dominant,0.01394591990534052,1,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
18.19715963_subadd,0.009624899937645698,2,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
1.107147434_additive,0.008363134029932605,3,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
7.130327075_additive,0.007861360851569748,4,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
10.21658055_subadd,0.006433054198994936,5,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
2.127987736_recessive,0.006168445012291261,6,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
7.7660584_additive,0.006073524380021384,7,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
19.55285074_additive,0.00583993404854481,8,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
2.233707816_subadd,0.005835984566321955,9,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
6.19318437_subadd,0.005647491712578133,10,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
10.98812705_dominant,0.005612600776253157,11,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.005253266269360894,12,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
2.60780551_subadd,0.004906059059864364,13,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
1.186739401_superadd,0.004770260759652281,14,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
2.40453161_overdominant,0.004737980433941604,15,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
12.5778910_pager,0.00450328384559513,16,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
10.107646907_superadd,0.004062254141408953,17,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
14.6592191_underdominant,0.0038181621429816803,18,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
1.273155663_additive,0.003794718801855239,19,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
13.65684190_superadd,0.003685692705415324,20,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
9.14414877_subadd,0.00349565695079483,21,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
5.27718764_subadd,0.0034139747981297686,22,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
1.194483702_subadd,0.003359037625052255,23,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
17.10781090_overdominant,0.0033513531853141066,24,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
7.81952993_overdominant,0.003341570163552643,25,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
5.155177963_pager,0.0032377815904634953,26,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
19.21861562_pager,0.002848501388369162,27,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
15.84085583_overdominant,0.0026024947484192683,28,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
5.4875958_superadd,0.002496816068494606,29,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
14.19872563_overdominant,0.0024381753268324256,30,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
15.66808392_pager,0.002205701544076577,31,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
5.28853746_additive,0.0021539081711266185,32,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
9.118214489_additive,0.001862031078705877,33,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
7.55708458_recessive,0.0017661815609181575,34,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
19.19118984_additive,0.0017153980484573006,35,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
5.14126576_superadd,0.001380896772339535,36,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
10.11293385_additive,0.0012559149935036772,37,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
8.53757419_overdominant,0.001209935603819199,38,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
6.60606708_recessive,0.000951686527093174,39,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
6.4271808_superadd,0.000861240107606468,40,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
10.30149278_pager,0.0006587613255155056,41,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
5.48243873_superadd,0.0004467845153123029,42,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
19.23131906_overdominant,-4.0917487608732594e-05,43,15,0.1407229,43,SelectFromExtraTrees,LinearRegression
3.112722550_pager,0.01229872215766426,1,16,0.1549444,42,SelectFromLasso,LinearRegression
19.21861562_pager,0.011241239906234442,2,16,0.1549444,42,SelectFromLasso,LinearRegression
2.74130172_dominant,0.010234202761473916,3,16,0.1549444,42,SelectFromLasso,LinearRegression
13.65684190_superadd,0.007968977229015043,4,16,0.1549444,42,SelectFromLasso,LinearRegression
12.29978956_subadd,0.007962636494760734,5,16,0.1549444,42,SelectFromLasso,LinearRegression
7.62354532_additive,0.007916804473785424,6,16,0.1549444,42,SelectFromLasso,LinearRegression
7.129950282_additive,0.007464314065915896,7,16,0.1549444,42,SelectFromLasso,LinearRegression
2.48408034_additive,0.006906181541478152,8,16,0.1549444,42,SelectFromLasso,LinearRegression
5.110709729_subadd,0.006808901518327687,9,16,0.1549444,42,SelectFromLasso,LinearRegression
6.96699103_subadd,0.00670874776544598,10,16,0.1549444,42,SelectFromLasso,LinearRegression
3.169055566_pager,0.006261547028558694,11,16,0.1549444,42,SelectFromLasso,LinearRegression
7.121758327_additive,0.006254410997154394,12,16,0.1549444,42,SelectFromLasso,LinearRegression
11.29625509_subadd,0.006026978406062021,13,16,0.1549444,42,SelectFromLasso,LinearRegression
17.28068141_pager,0.005697049765252461,14,16,0.1549444,42,SelectFromLasso,LinearRegression
4.112495987_dominant,0.005290822755260467,15,16,0.1549444,42,SelectFromLasso,LinearRegression
6.50547385_subadd,0.004977580785556206,16,16,0.1549444,42,SelectFromLasso,LinearRegression
15.23852931_subadd,0.004604556231586104,17,16,0.1549444,42,SelectFromLasso,LinearRegression
16.77212706_recessive,0.004521765773287695,18,16,0.1549444,42,SelectFromLasso,LinearRegression
4.138934139_subadd,0.0043834019140401356,19,16,0.1549444,42,SelectFromLasso,LinearRegression
9.110763947_heterosis,0.004315252832721932,20,16,0.1549444,42,SelectFromLasso,LinearRegression
11.80666970_recessive,0.004254610373480654,21,16,0.1549444,42,SelectFromLasso,LinearRegression
11.81836569_superadd,0.004068871157656128,22,16,0.1549444,42,SelectFromLasso,LinearRegression
13.93448266_pager,0.0032254930809028047,23,16,0.1549444,42,SelectFromLasso,LinearRegression
14.6592191_underdominant,0.0031825617571889474,24,16,0.1549444,42,SelectFromLasso,LinearRegression
18.75898293_superadd,0.003059128205785908,25,16,0.1549444,42,SelectFromLasso,LinearRegression
18.34659433_additive,0.0030419374813695755,26,16,0.1549444,42,SelectFromLasso,LinearRegression
9.72104159_dominant,0.0027037706843932685,27,16,0.1549444,42,SelectFromLasso,LinearRegression
9.72338357_pager,0.002631593433750198,28,16,0.1549444,42,SelectFromLasso,LinearRegression
8.102194042_additive,0.002325348444536123,29,16,0.1549444,42,SelectFromLasso,LinearRegression
5.76033593_dominant,0.0022861623088381456,30,16,0.1549444,42,SelectFromLasso,LinearRegression
14.14905098_additive,0.0020712554476161006,31,16,0.1549444,42,SelectFromLasso,LinearRegression
17.8354362_superadd,0.0018123912354966376,32,16,0.1549444,42,SelectFromLasso,LinearRegression
1.168578027_additive,0.0017249693301510515,33,16,0.1549444,42,SelectFromLasso,LinearRegression
7.73497567_pager,0.0017002686755503837,34,16,0.1549444,42,SelectFromLasso,LinearRegression
8.116882939_underdominant,0.0016875941403886752,35,16,0.1549444,42,SelectFromLasso,LinearRegression
3.5783729_pager,0.001655067947455664,36,16,0.1549444,42,SelectFromLasso,LinearRegression
7.35394885_additive,0.0011351699240260736,37,16,0.1549444,42,SelectFromLasso,LinearRegression
17.27251602_additive,0.0010905831088610972,38,16,0.1549444,42,SelectFromLasso,LinearRegression
2.74088251_overdominant,0.0009672511625165736,39,16,0.1549444,42,SelectFromLasso,LinearRegression
19.18894939_superadd,0.0004529393533989512,40,16,0.1549444,42,SelectFromLasso,LinearRegression
9.73935702_pager,-0.00022435467246355477,41,16,0.1549444,42,SelectFromLasso,LinearRegression
10.102958303_heterosis,-0.0005181447666119044,42,16,0.1549444,42,SelectFromLasso,LinearRegression
1.281788173_dominant,0.023810183391769407,1,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
18.27348077_dominant,0.01653729062421445,2,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
10.21577856_subadd,0.010628170442499281,3,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
5.107164735_additive,0.0101761855996038,4,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
19.24723067_pager,0.009186121016744134,5,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
17.28068141_pager,0.008900998182039582,6,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
7.129118847_subadd,0.008318391876498904,7,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
10.110488054_additive,0.007469206057365144,8,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
9.77077241_additive,0.007270310938275701,9,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
12.5778910_pager,0.0063147937762316805,10,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
5.28508611_additive,0.006275310448109778,11,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
7.81236210_recessive,0.006253408621202131,12,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
7.8606761_superadd,0.006194244551248931,13,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
17.69127482_pager,0.0058102621010871205,14,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
14.3671220_additive,0.005507716951244782,15,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
13.91851001_additive,0.005334724711958244,16,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
1.203005067_dominant,0.005046071813868249,17,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
9.64136921_pager,0.004956185252805913,18,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
18.72751765_subadd,0.004868218893101305,19,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
18.65558535_dominant,0.004791258316830722,20,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
19.55285074_additive,0.004021569808065328,21,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
6.67067481_subadd,0.003940306388023129,22,17,0.1711645,44,SelectFromExtraTrees,LinearRegression
