Feature,Mean_Rank,Feature_Count,Appearance_Percentage,Overall_Feature_Importance
10.3752509_underdominant,26.0,1,0.07142857142857142,0.0027472527472527475
7.1927152_underdominant,26.0,1,0.07142857142857142,0.0027472527472527475
2.1200021_overdominant,26.0,1,0.07142857142857142,0.0027472527472527475
20.1899757_recessive,27.0,1,0.07142857142857142,0.0026455026455026454
10.9047351_underdominant,29.0,1,0.07142857142857142,0.0024630541871921183
15.1446606_additive,29.0,1,0.07142857142857142,0.0024630541871921183
11.9684412_superadd,30.0,1,0.07142857142857142,0.0023809523809523807
7.3090308_dominant,31.0,1,0.07142857142857142,0.002304147465437788
11.9508818_recessive,32.0,1,0.07142857142857142,0.002232142857142857
3.1629693_dominant,33.0,1,0.07142857142857142,0.0021645021645021645
17.901981_subadd,34.0,1,0.07142857142857142,0.0021008403361344537
9.7889734_superadd,35.0,1,0.07142857142857142,0.002040816326530612
10.9522849_superadd,35.0,1,0.07142857142857142,0.002040816326530612
20.8402106_additive,36.0,1,0.07142857142857142,0.001984126984126984
16.1494206_heterosis,39.0,1,0.07142857142857142,0.0018315018315018313
12.8867910_recessive,40.0,1,0.07142857142857142,0.0017857142857142857
9.490284_recessive,42.0,1,0.07142857142857142,0.0017006802721088433
20.6160470_dominant,42.0,1,0.07142857142857142,0.0017006802721088433
20.6819574_underdominant,47.0,1,0.07142857142857142,0.0015197568389057749
8.5545221_additive,47.0,1,0.07142857142857142,0.0015197568389057749
4.3730448_recessive,48.0,1,0.07142857142857142,0.001488095238095238
16.345307_heterosis,48.0,1,0.07142857142857142,0.001488095238095238
8.5271566_underdominant,49.0,1,0.07142857142857142,0.0014577259475218656
7.5239592_overdominant,52.0,1,0.07142857142857142,0.0013736263736263737
14.3055144_superadd,53.0,1,0.07142857142857142,0.001347708894878706
8.375944_additive,55.0,1,0.07142857142857142,0.0012987012987012985
14.9478867_recessive,55.0,1,0.07142857142857142,0.0012987012987012985
16.6720151_superadd,56.0,1,0.07142857142857142,0.0012755102040816326
18.156452_recessive,57.0,1,0.07142857142857142,0.0012531328320802004
11.7403608_heterosis,58.0,1,0.07142857142857142,0.0012315270935960591
12.5941921_recessive,60.0,1,0.07142857142857142,0.0011904761904761904
7.1164671_heterosis,60.0,1,0.07142857142857142,0.0011904761904761904
7.5169600_underdominant,62.0,1,0.07142857142857142,0.001152073732718894
