Feature,PFI_importance,Rank,Pipeline_No,Pipeline_R2,Pipeline_Feature_Count,Pipeline_Selector,Pipeline_Root
16.4670784_overdominant,0.0023707323844325886,11,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
1.9509948_recessive,0.0012205866586921016,12,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
17.3953430_underdominant,0.0003892372688021778,13,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
1.5598707_recessive,-0.0006988894700665421,14,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
19.7050454_heterosis,-0.0010100711937688128,15,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
20.3410105_additive,-0.0024135413764669804,16,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
5.8618481_recessive,-0.0028657203335710237,17,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
6.8992224_dominant,-0.005421346152433969,18,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
17.980253_overdominant,-0.007278086220269339,19,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
15.6875640_underdominant,-0.009741175816951213,20,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
14.2498532_overdominant,-0.009975805632904339,21,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
8.4158384_heterosis,-0.010757447171213916,22,9,0.20294161,22,VarianceThreshold,GradientBoostingClassifier
18.1223782_additive,0.03887615442276001,1,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
1.5838176_additive,0.03678205460309982,2,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
12.8579787_additive,0.03504288226366043,3,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
13.9718374_additive,0.02761121928691864,4,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
3.9969997_additive,0.027608143389225005,5,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
10.1395694_heterosis,0.005074046850204468,6,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
19.957593_subadd,0.004174627959728241,7,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
11.7035327_dominant,0.004159442186355591,8,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
18.3829677_overdominant,0.004030106365680694,9,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
2.5202606_overdominant,0.0034812363982200624,10,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
8.7777858_additive,0.003205762207508087,11,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
13.6915545_additive,0.003008514642715454,12,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
16.4476755_subadd,0.002943132221698761,13,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
15.7792749_underdominant,0.002704511284828186,14,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
17.8570926_overdominant,0.002253396511077881,15,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
16.782118_underdominant,0.002130398750305176,16,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
19.7050454_heterosis,0.002046215832233429,17,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
6.2674632_subadd,0.001895650029182434,18,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
18.8106905_overdominant,0.0017592158913612365,19,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
20.1728208_superadd,0.0013860061764717102,20,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
8.8050123_underdominant,0.001309436857700348,21,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
2.2743654_underdominant,0.0012492999434471131,22,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
13.2758083_overdominant,0.0011668673157691955,23,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
1.5670480_underdominant,0.0010651499032974243,24,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
16.565384_underdominant,0.00098568856716156,25,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
10.3752509_underdominant,0.0009412288665771485,26,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
9.2812769_underdominant,0.0008169889450073242,27,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
2.9672137_superadd,0.0006045079231262207,28,10,0.21703991,28,SelectFromExtraTreesClassification,ElasticNetClassification
18.1223782_additive,0.06543708596646573,1,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
1.5838176_additive,0.054406436914085685,2,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
3.9969997_additive,0.047526921720402224,3,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
12.8579787_additive,0.04356913363203836,4,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
15.8900345_heterosis,0.018250748225464682,5,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
13.6915545_additive,0.016382395641701502,6,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
1.9052012_heterosis,0.011369550184641985,7,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
10.1395694_heterosis,0.01049430600024486,8,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
13.5124727_dominant,0.009485314405732503,9,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.3616268_dominant,0.008883452983768726,10,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
20.6812703_superadd,0.00854763235194806,11,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
5.4837687_overdominant,0.00851958528459156,12,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.2743654_underdominant,0.008000393636543798,13,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
19.4784876_recessive,0.006603238608809392,14,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
6.7755747_heterosis,0.00595578961043204,15,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
11.7035327_dominant,0.005917708406446334,16,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
1.807336_recessive,0.003970682120655232,17,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.1534696_recessive,0.00344993516209092,18,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
1.6576842_underdominant,0.0020470708813964578,19,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.8328886_recessive,9.980703343023478e-05,20,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
7.9093696_superadd,-0.0002847233926880072,21,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
3.3633528_recessive,-0.0003383191591505752,22,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
8.7701519_heterosis,-0.0016140075099821448,23,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
18.4587262_superadd,-0.002282830597415575,24,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.9672137_superadd,-0.00593615710840481,25,11,0.2875523,25,FeatureEncodingFrequencySelector,GradientBoostingClassifier
18.1223782_additive,0.05652852777630172,1,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
12.8579787_additive,0.04927923839608139,2,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
3.9969997_additive,0.0433150974757914,3,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
1.5838176_additive,0.042332132069087605,4,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
13.9718374_additive,0.03159237227909519,5,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
8.1636330_underdominant,0.013715912830398278,6,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
14.580011_additive,0.007131458155679243,7,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
10.7643248_underdominant,0.0071092075978366484,8,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
11.2638809_subadd,0.0064901745582454495,9,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
18.3829677_overdominant,0.006429329121585746,10,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
16.4476755_subadd,0.004261174739446107,11,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
14.2498532_overdominant,0.004035500444859114,12,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
6.8992224_dominant,0.0036145669583243583,13,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
2.4208218_additive,0.0035295568024332276,14,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
18.3295797_heterosis,0.0033054936618845936,15,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
5.8458707_overdominant,0.002987550246035856,16,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
13.2585850_underdominant,0.0026642402190069953,17,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
16.9897760_dominant,0.0020779949778341566,18,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
16.1285245_underdominant,0.0016353513682400584,19,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
5.4386123_overdominant,0.0014810187897917949,20,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
11.220398_subadd,0.001077437041813144,21,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
15.3548265_underdominant,5.3399734157357216e-05,22,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
4.3742070_underdominant,-0.0010579264935207798,23,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
14.7134758_underdominant,-0.0014459387269767864,24,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
3.5487260_underdominant,-0.0014600955505525166,25,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
7.1927152_underdominant,-0.0019019504335751026,26,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
5.8544222_overdominant,-0.0020467459142488246,27,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
14.2545921_overdominant,-0.0023008404281083315,28,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
10.9047351_underdominant,-0.0023082589182000074,29,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
16.4670784_overdominant,-0.0026328946844063083,30,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
17.980253_overdominant,-0.0028135680841620534,31,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
7.3054301_underdominant,-0.0030312797764418128,32,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
15.6875640_underdominant,-0.003406854783082842,33,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
17.901981_subadd,-0.005271143436532234,34,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
10.9522849_superadd,-0.0076469098144615975,35,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
20.8402106_additive,-0.009028072968254147,36,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
15.1629617_additive,-0.01012123921486337,37,12,0.29011422,37,SelectFromExtraTreesClassification,GradientBoostingClassifier
1.5838176_additive,0.05267059967402413,1,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
18.1223782_additive,0.04995121595545161,2,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
12.8579787_additive,0.040832784359312244,3,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
3.9969997_additive,0.022707533272064283,4,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
13.8160310_heterosis,0.010327989743132324,5,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
14.2446326_overdominant,0.010214126012515572,6,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
3.7585003_underdominant,0.009324600922965222,7,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
11.2638809_subadd,0.008919965882450224,8,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
4.5525973_heterosis,0.007460692150724153,9,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
15.1306025_heterosis,0.007116109092076609,10,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
1.9786322_heterosis,0.006875988023952027,11,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
13.8437425_underdominant,0.005638039232595792,12,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
17.1783543_underdominant,0.005094543101905905,13,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
1.9509948_recessive,0.005074518738599911,14,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
9.9645238_overdominant,0.004515515574783781,15,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
3.3633528_recessive,0.004498570450285801,16,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.5202606_overdominant,0.004446010025475452,17,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
15.6875640_underdominant,0.004266754348559492,18,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.3629213_underdominant,0.004246789314273807,19,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
17.8570926_overdominant,0.00423266561631095,20,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.6685264_dominant,0.0038753486239755785,21,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
8.4359975_recessive,0.0037249494417020234,22,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
6.4331689_overdominant,0.003645296007313125,23,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
9.1813278_additive,0.003281961656706053,24,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.6047650_dominant,0.003055724273309809,25,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.1200021_overdominant,0.002625361694634021,26,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
20.1899757_recessive,0.002464930148697017,27,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
4.3742070_underdominant,0.0024317937740212215,28,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
20.8884799_underdominant,0.0021684646833541447,29,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
11.9684412_superadd,0.0020526575230486914,30,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
7.3090308_dominant,0.0018510786480161912,31,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
11.9508818_recessive,0.0017203880625407657,32,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
3.1629693_dominant,0.0006911203456831328,33,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.3616268_dominant,0.0005663217040150981,34,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
15.8900345_heterosis,0.00044330777308216164,35,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
1.6576842_underdominant,-4.126417639565838e-05,36,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.9672137_superadd,-0.00014915457670106324,37,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
9.5724567_recessive,-0.00015162090140760255,38,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
12.4607084_superadd,-0.00015645614700877554,39,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
19.4784876_recessive,-0.00040132807180841555,40,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
17.980253_overdominant,-0.0005802688928679339,41,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
9.490284_recessive,-0.0008159916222171865,42,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
13.2758083_overdominant,-0.001064955569363411,43,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
3.5487260_underdominant,-0.0010912795068917435,44,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
7.3054301_underdominant,-0.001175700966392982,45,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
6.2674632_subadd,-0.0017316418976007102,46,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
20.6819574_underdominant,-0.0017993009355558459,47,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
4.3730448_recessive,-0.001945479165005347,48,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
8.5271566_underdominant,-0.0023060213908453115,49,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
6.2541220_subadd,-0.0027310014301404474,50,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
16.1285245_underdominant,-0.003079532674339481,51,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
7.5239592_overdominant,-0.0033195386409378812,52,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
9.2812769_underdominant,-0.0033806668172466,53,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
19.7050454_heterosis,-0.0036094138369007654,54,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
8.375944_additive,-0.003965550665998769,55,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
2.8328886_recessive,-0.004233801196359671,56,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
20.3410105_additive,-0.004437649806763239,57,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
18.5850058_recessive,-0.0052233583234307665,58,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
16.565384_underdominant,-0.0067828772370989365,59,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
7.1164671_heterosis,-0.007890726543611108,60,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
14.9214461_underdominant,-0.009004045246722802,61,13,0.31288832,61,FeatureEncodingFrequencySelector,GradientBoostingClassifier
12.8579787_additive,0.06568144408977097,1,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
18.1223782_additive,0.06293280285527601,2,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
1.5838176_additive,0.04916959485869546,3,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
3.9969997_additive,0.046978322337994795,4,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
11.7035327_dominant,0.0206203141635295,5,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
17.6911005_overdominant,0.014039701303117642,6,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
4.2607267_overdominant,0.008368454869558574,7,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
2.4382694_underdominant,0.008285849030991076,8,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
5.3359805_heterosis,0.008096289412439546,9,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
11.1397551_overdominant,0.00799451749033784,10,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
15.1629617_additive,0.007912716403551727,11,14,0.31944492,62,VarianceThreshold,GradientBoostingClassifier
